Model,Accuracy,Precision,Recall,Top-1 Accuracy,Top-3 Accuracy,Top-5 Accuracy,MPD Distance
Hybrid (Fusion),0.49863945578231295,0.44425008207093386,0.49863945578231295,0.49863945578231295,0.7680272108843538,0.8197278911564626,5196.347566764046
